address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,travel_time,study_time,class_failures,school_support,family_support,internet_access,health,absences,final_grade
Urban,Greater than 3,Apart,higher education,primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,no,yes,5,0,13
Urban,Less than or equal to 3,Apart,5th to 9th grade,higher education,services,other,15 to 30 min.,2 to 5 hours,1,no,yes,yes,3,18,10
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,<15 min.,2 to 5 hours,1,no,yes,yes,5,16,10
Urban,Greater than 3,Living together,secondary education,secondary education,other,other,15 to 30 min.,<2 hours,1,no,no,yes,3,14,7
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,at_home,<15 min.,<2 hours,1,no,yes,yes,1,26,8
Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,<15 min.,<2 hours,0,no,yes,yes,5,6,9
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,no,no,3,4,15
Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,<15 min.,5 to 10 hours,0,no,yes,yes,4,10,10
Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,<15 min.,<2 hours,0,no,no,yes,5,4,11
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,30 min. to 1 hour,2 to 5 hours,0,no,no,no,3,2,13
Rural,Less than or equal to 3,Apart,primary education (4th grade),higher education,other,other,>1 hour,<2 hours,1,no,yes,yes,5,14,8
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,<15 min.,2 to 5 hours,0,no,no,yes,2,16,8
Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,other,<15 min.,<2 hours,1,no,yes,yes,1,8,10
Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,5,4,15
Urban,Less than or equal to 3,Apart,higher education,5th to 9th grade,teacher,other,<15 min.,2 to 5 hours,0,no,yes,no,4,4,14
Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,5,8,15
Rural,Less than or equal to 3,Apart,higher education,higher education,teacher,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,4,0,12
Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,<15 min.,<2 hours,0,no,no,yes,3,7,15
Urban,Greater than 3,Living together,higher education,higher education,services,services,<15 min.,<2 hours,0,no,no,yes,5,4,15
Urban,Greater than 3,Living together,higher education,higher education,teacher,services,<15 min.,2 to 5 hours,0,no,yes,yes,5,2,12
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,1,2,15
Urban,Greater than 3,Living together,secondary education,secondary education,services,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,5,10,11
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,<15 min.,2 to 5 hours,0,yes,no,no,4,10,10
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,3,10,11
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,30 min. to 1 hour,<2 hours,0,no,no,yes,4,7,16
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,<15 min.,2 to 5 hours,0,no,yes,no,5,4,11
Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,15 to 30 min.,<2 hours,0,no,no,yes,2,2,13
Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,<15 min.,<2 hours,3,no,no,yes,1,12,5
Rural,Less than or equal to 3,Living together,secondary education,secondary education,other,services,<15 min.,2 to 5 hours,0,no,yes,yes,5,8,10
Urban,Greater than 3,Living together,none,5th to 9th grade,other,other,<15 min.,<2 hours,0,no,no,yes,5,0,11
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,15 to 30 min.,<2 hours,0,no,no,yes,5,8,7
Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,30 min. to 1 hour,2 to 5 hours,1,yes,yes,yes,2,4,10
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,<15 min.,<2 hours,2,no,no,yes,5,4,6
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,15 to 30 min.,<2 hours,0,no,no,no,3,2,12
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,<15 min.,<2 hours,0,no,no,yes,5,0,13
Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),health,other,15 to 30 min.,<2 hours,1,no,yes,yes,5,0,10
Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,2,13
Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,services,<15 min.,>10 hours,0,no,yes,yes,4,2,17
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,<15 min.,2 to 5 hours,0,no,yes,yes,5,0,11
Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),services,other,30 min. to 1 hour,2 to 5 hours,1,no,no,yes,5,4,11
Rural,Greater than 3,Living together,higher education,5th to 9th grade,other,other,<15 min.,5 to 10 hours,0,no,yes,yes,5,2,14
Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,at_home,<15 min.,5 to 10 hours,0,no,yes,no,3,4,14
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,yes,no,no,5,4,13
Urban,Less than or equal to 3,Apart,higher education,secondary education,services,at_home,<15 min.,2 to 5 hours,0,no,yes,yes,1,4,14
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,no,yes,4,2,16
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,15 to 30 min.,<2 hours,0,no,no,no,4,0,10
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,<15 min.,>10 hours,0,no,no,yes,2,2,12
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,2,8,12
Urban,Greater than 3,Living together,higher education,secondary education,services,other,<15 min.,2 to 5 hours,0,no,yes,yes,2,2,15
Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,<15 min.,2 to 5 hours,0,no,yes,yes,3,2,11
Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,<15 min.,5 to 10 hours,0,no,no,no,3,2,12
Urban,Greater than 3,Living together,secondary education,secondary education,other,other,<15 min.,5 to 10 hours,0,no,no,no,4,2,13
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,<15 min.,5 to 10 hours,0,no,yes,yes,3,0,13
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,15 to 30 min.,<2 hours,0,no,no,yes,4,8,9
Rural,Less than or equal to 3,Apart,secondary education,higher education,other,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,1,6,16
Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,other,<15 min.,2 to 5 hours,0,no,no,yes,5,0,14
Rural,Greater than 3,Living together,higher education,higher education,teacher,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,4,8,12
Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,4,14
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,3,12,10
Urban,Greater than 3,Living together,secondary education,secondary education,other,services,<15 min.,2 to 5 hours,0,no,yes,yes,5,16,12
Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,<15 min.,>10 hours,0,no,yes,yes,2,10,16
Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,3,2,13
Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,at_home,<15 min.,2 to 5 hours,0,no,yes,no,1,2,18
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,yes,yes,1,8,15
Urban,Greater than 3,Living together,5th to 9th grade,higher education,at_home,health,15 to 30 min.,2 to 5 hours,0,no,yes,yes,1,6,16
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,other,15 to 30 min.,2 to 5 hours,0,yes,yes,yes,5,6,12
Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,15 to 30 min.,2 to 5 hours,0,no,no,yes,5,15,10
Urban,Greater than 3,Living together,higher education,higher education,teacher,services,15 to 30 min.,<2 hours,0,no,no,yes,3,6,12
Urban,Greater than 3,Living together,higher education,higher education,health,health,<15 min.,2 to 5 hours,1,yes,yes,yes,4,2,13
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,30 min. to 1 hour,5 to 10 hours,0,no,yes,yes,1,8,15
Rural,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,<15 min.,2 to 5 hours,1,yes,yes,yes,3,0,10
Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,services,15 to 30 min.,<2 hours,0,no,no,yes,1,0,10
Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,15 to 30 min.,<2 hours,0,no,no,yes,4,10,11
Urban,Less than or equal to 3,Apart,higher education,primary education (4th grade),services,other,15 to 30 min.,<2 hours,0,no,no,yes,5,22,10
Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,teacher,services,<15 min.,<2 hours,0,no,no,yes,3,18,13
Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,15 to 30 min.,>10 hours,0,no,yes,no,3,2,18
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,15 to 30 min.,2 to 5 hours,0,yes,no,yes,4,0,13
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,12,14
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,5,10,14
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,no,yes,4,0,12
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,<15 min.,5 to 10 hours,0,no,yes,yes,2,0,18
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,teacher,<15 min.,5 to 10 hours,0,no,yes,yes,3,0,14
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,<15 min.,5 to 10 hours,0,no,no,yes,2,0,15
Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,<15 min.,2 to 5 hours,0,no,yes,yes,2,0,17
Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,2,16
Urban,Greater than 3,Living together,higher education,secondary education,health,services,<15 min.,5 to 10 hours,0,no,yes,yes,3,0,18
Rural,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,other,15 to 30 min.,>10 hours,0,no,yes,no,3,0,19
Rural,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,4,0,15
Urban,Greater than 3,Living together,secondary education,secondary education,health,other,<15 min.,<2 hours,0,no,yes,yes,5,0,15
Urban,Greater than 3,Living together,higher education,higher education,health,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,2,2,13
Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,2,0,14
Urban,Greater than 3,Living together,higher education,secondary education,other,other,<15 min.,>10 hours,0,no,yes,yes,3,0,17
Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,<15 min.,<2 hours,0,no,yes,yes,1,0,17
Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,<15 min.,2 to 5 hours,0,no,yes,yes,4,0,15
Urban,Less than or equal to 3,Living together,higher education,higher education,other,teacher,15 to 30 min.,<2 hours,0,no,no,yes,5,0,13
Rural,Greater than 3,Living together,higher education,higher education,services,services,15 to 30 min.,5 to 10 hours,0,no,yes,yes,5,0,8
Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,3,0,16
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,health,<15 min.,>10 hours,0,no,yes,yes,5,0,18
Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,15 to 30 min.,5 to 10 hours,1,no,no,yes,5,0,11
Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,other,<15 min.,<2 hours,2,no,no,no,5,0,15
Rural,Greater than 3,Living together,secondary education,secondary education,other,services,<15 min.,2 to 5 hours,0,no,no,no,5,0,11
Urban,Greater than 3,Living together,primary education (4th grade),higher education,other,teacher,<15 min.,2 to 5 hours,0,yes,yes,no,5,2,11
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,1,2,15
Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,3,2,14
Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,<15 min.,<2 hours,0,no,no,yes,5,2,17
Urban,Greater than 3,Living together,higher education,secondary education,other,other,<15 min.,5 to 10 hours,0,no,yes,yes,5,2,17
Urban,Less than or equal to 3,Living together,higher education,secondary education,health,services,15 to 30 min.,<2 hours,0,no,yes,yes,1,8,15
Rural,Greater than 3,Living together,secondary education,higher education,at_home,services,<15 min.,5 to 10 hours,0,no,yes,yes,5,2,17
Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,<15 min.,2 to 5 hours,0,no,yes,yes,3,8,14
Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,1,9,10
Urban,Greater than 3,Living together,higher education,higher education,teacher,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,0,13
Urban,Greater than 3,Living together,secondary education,higher education,other,other,<15 min.,<2 hours,0,no,yes,yes,1,4,14
Urban,Greater than 3,Living together,higher education,higher education,health,health,<15 min.,<2 hours,0,no,no,yes,5,2,17
Urban,Greater than 3,Apart,higher education,secondary education,services,services,<15 min.,2 to 5 hours,0,no,yes,yes,5,14,17
Urban,Less than or equal to 3,Apart,secondary education,secondary education,services,other,<15 min.,2 to 5 hours,0,yes,yes,yes,5,0,13
Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,no,yes,2,2,14
Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,<15 min.,<2 hours,0,no,yes,yes,5,2,11
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,30 min. to 1 hour,5 to 10 hours,0,no,no,no,5,12,11
Urban,Less than or equal to 3,Apart,primary education (4th grade),primary education (4th grade),other,other,30 min. to 1 hour,2 to 5 hours,2,no,yes,yes,4,2,9
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,<2 hours,0,no,yes,yes,5,2,10
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,yes,no,3,4,13
Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,<15 min.,5 to 10 hours,0,no,yes,yes,3,0,10
Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,<15 min.,5 to 10 hours,0,no,yes,yes,5,0,17
Urban,Less than or equal to 3,Living together,none,5th to 9th grade,at_home,at_home,15 to 30 min.,5 to 10 hours,0,no,no,yes,2,0,15
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,2,0,14
Urban,Greater than 3,Living together,higher education,higher education,other,other,<15 min.,5 to 10 hours,0,no,no,yes,3,0,13
Urban,Greater than 3,Living together,secondary education,secondary education,other,services,<15 min.,<2 hours,0,no,no,yes,5,0,17
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,>1 hour,<2 hours,0,no,yes,yes,4,2,10
Urban,Greater than 3,Living together,higher education,higher education,teacher,services,<15 min.,5 to 10 hours,0,no,yes,yes,4,0,13
Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,15 to 30 min.,5 to 10 hours,0,no,yes,yes,4,4,15
Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,<15 min.,<2 hours,0,no,yes,yes,5,2,11
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,>10 hours,0,no,yes,yes,5,0,12
Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,services,<15 min.,<2 hours,0,no,yes,no,5,0,10
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,>1 hour,2 to 5 hours,0,no,no,no,2,2,10
Rural,Greater than 3,Living together,5th to 9th grade,higher education,at_home,other,<15 min.,5 to 10 hours,0,no,yes,yes,5,0,15
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,<2 hours,0,no,no,yes,5,6,15
Urban,Greater than 3,Living together,secondary education,secondary education,services,services,<15 min.,2 to 5 hours,0,no,no,yes,4,8,12
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,no,yes,2,0,12
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,15 to 30 min.,>10 hours,0,no,no,no,4,6,14
Urban,Greater than 3,Living together,secondary education,higher education,services,other,<15 min.,5 to 10 hours,0,no,no,yes,5,8,14
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,yes,yes,2,0,15
Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,services,<15 min.,>10 hours,0,no,yes,yes,1,4,15
Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,yes,yes,2,0,16
Urban,Greater than 3,Living together,higher education,higher education,teacher,services,<15 min.,2 to 5 hours,0,no,yes,yes,2,0,13
Urban,Less than or equal to 3,Living together,secondary education,higher education,services,other,<15 min.,2 to 5 hours,0,no,no,yes,5,6,17
Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,at_home,at_home,<15 min.,2 to 5 hours,0,no,yes,yes,4,18,14
Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,<15 min.,5 to 10 hours,0,no,yes,yes,3,0,14
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,services,<15 min.,5 to 10 hours,0,no,no,yes,1,4,17
Rural,Greater than 3,Living together,higher education,secondary education,teacher,services,<15 min.,5 to 10 hours,0,no,no,yes,4,4,17
Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,<15 min.,5 to 10 hours,0,no,yes,yes,5,0,14
Urban,Greater than 3,Living together,higher education,secondary education,health,other,<15 min.,5 to 10 hours,0,no,yes,yes,4,0,13
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,1,10,15
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,<15 min.,2 to 5 hours,0,no,yes,yes,4,4,16
Urban,Less than or equal to 3,Apart,5th to 9th grade,secondary education,at_home,other,15 to 30 min.,<2 hours,1,no,no,yes,5,16,11
Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,at_home,<15 min.,<2 hours,1,no,yes,yes,3,6,13
Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,<15 min.,5 to 10 hours,2,no,no,yes,5,0,12
Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,<15 min.,2 to 5 hours,0,no,yes,yes,3,11,12
Urban,Less than or equal to 3,Apart,secondary education,higher education,other,other,<15 min.,2 to 5 hours,0,no,no,yes,2,9,15
Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,<15 min.,2 to 5 hours,0,no,yes,yes,4,0,17
Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,<15 min.,5 to 10 hours,0,no,yes,yes,4,2,15
Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,other,<15 min.,2 to 5 hours,0,no,yes,yes,3,0,17
Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,15 to 30 min.,2 to 5 hours,2,no,yes,yes,4,21,10
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,3,8,15
Urban,Greater than 3,Living together,higher education,higher education,teacher,other,<15 min.,<2 hours,1,no,yes,yes,5,5,11
Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,other,other,<15 min.,2 to 5 hours,0,no,yes,yes,5,10,18
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,<15 min.,5 to 10 hours,0,no,yes,yes,2,5,17
Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,<15 min.,<2 hours,0,no,no,yes,4,13,14
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,<15 min.,<2 hours,0,no,no,yes,4,10,11
Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,services,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,4,10,17
Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,15 to 30 min.,<2 hours,1,yes,no,yes,5,5,10
Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,<15 min.,2 to 5 hours,0,no,yes,yes,1,4,13
Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,other,15 to 30 min.,<2 hours,0,no,yes,yes,5,11,11
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,5,0,12
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,<15 min.,<2 hours,1,no,yes,no,2,6,10
Rural,Greater than 3,Living together,secondary education,secondary education,at_home,other,15 to 30 min.,<2 hours,0,no,yes,yes,5,4,11
Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,15 to 30 min.,2 to 5 hours,0,no,no,no,5,0,17
Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,15 to 30 min.,<2 hours,0,no,no,no,1,0,9
Rural,Less than or equal to 3,Apart,higher education,higher education,at_home,other,<15 min.,2 to 5 hours,0,no,yes,no,2,5,11
Urban,Greater than 3,Apart,primary education (4th grade),5th to 9th grade,other,other,<15 min.,5 to 10 hours,0,yes,no,yes,5,0,11
Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,<15 min.,2 to 5 hours,1,no,no,no,5,0,10
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,<15 min.,<2 hours,1,no,yes,yes,5,0,7
Rural,Greater than 3,Living together,higher education,higher education,teacher,other,15 to 30 min.,<2 hours,0,no,no,yes,5,0,14
Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,at_home,other,15 to 30 min.,>10 hours,0,no,no,no,1,4,11
Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,15 to 30 min.,2 to 5 hours,0,no,yes,yes,4,0,10
Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,15 to 30 min.,<2 hours,1,no,yes,yes,2,4,8
Rural,Greater than 3,Living together,none,5th to 9th grade,other,other,15 to 30 min.,<2 hours,0,no,yes,no,2,0,12
Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,15 to 30 min.,<2 hours,0,no,yes,yes,3,2,12
Rural,Greater than 3,Living together,secondary education,secondary education,other,services,15 to 30 min.,<2 hours,0,no,no,yes,4,0,16
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,15 to 30 min.,2 to 5 hours,0,no,yes,no,3,0,0
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,<15 min.,2 to 5 hours,0,no,no,yes,5,4,9
Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,<15 min.,2 to 5 hours,0,no,yes,yes,2,0,14
Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,<15 min.,2 to 5 hours,0,no,yes,yes,2,7,8
Rural,Greater than 3,Living together,secondary education,higher education,other,health,30 min. to 1 hour,2 to 5 hours,0,no,no,no,5,4,11
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,>1 hour,2 to 5 hours,0,no,yes,no,4,8,9
Urban,Less than or equal to 3,Living together,secondary education,secondary education,at_home,at_home,<15 min.,2 to 5 hours,0,no,yes,yes,5,0,11
Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,30 min. to 1 hour,<2 hours,0,no,no,no,3,8,9
Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,15 to 30 min.,5 to 10 hours,0,no,no,yes,4,6,17
Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,15 to 30 min.,<2 hours,0,no,no,no,1,3,13
Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,30 min. to 1 hour,2 to 5 hours,0,no,yes,yes,1,2,15
Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,15 to 30 min.,2 to 5 hours,0,no,no,no,5,0,11
Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,30 min. to 1 hour,2 to 5 hours,0,no,yes,yes,4,4,11
Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,<15 min.,5 to 10 hours,1,no,yes,no,4,0,8
Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,<15 min.,5 to 10 hours,1,no,yes,no,4,3,8
Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,<15 min.,2 to 5 hours,0,yes,yes,yes,2,0,9
Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,<15 min.,2 to 5 hours,0,no,yes,no,2,0,15
Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,<15 min.,<2 hours,0,no,yes,yes,3,4,11
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,>1 hour,>10 hours,0,no,yes,yes,1,0,13
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,>1 hour,5 to 10 hours,0,yes,yes,no,5,2,10
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,2,1,11
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,15 to 30 min.,<2 hours,0,no,no,yes,2,0,14
Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,2,0,14
Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,<15 min.,5 to 10 hours,0,yes,yes,no,5,2,12
